;address;final_balance;n_tx;total_received;total_sent
271;bc1qpd98gf0lukcczs7gr5e0u9qdgqjqlmscau0cgr;6736342;7;16291582;9555240
272;bc1pw8nc665kgr0n5wrfcwv3kup4yakxkqrerdvj9r22vnq7en2f4wzqcppw96;826497;1;826497;0
273;bc1p605y7fau9uhq50rstdwucasnahmatrm5jt2h4x06dwngekjr00es6qphwc;1506092;1;1506092;0
274;bc1pcjjgd9hm9lj0599fdehum4le0y2qg4seup5w448yapfunr6qycyqxz25ys;441846;1;441846;0
275;bc1ppqd66q24cznjls8eh5jdpfvrh69yz5e9sawf548hyyp05zrjdqtqmzdlzc;10000;1;10000;0
276;bc1plz34mrpxqmqv05l766ghw6gvd4g2srlz2dm5zlnh889qaqrw676slmh0np;9655661;3;14655661;5000000
277;bc1pwjna8h2epv73aa4atmqfztm9mj25f957vdemprn7ezukygwcrz3sm5xk49;8470744;235;8470744;0
278;bc1pw7gxvnh88uf2e4tpqt4a9sak5x3j83t3lxuyw5nhraa8j625mzeqxnmljj;212860;3;1060060;847200
279;bc1pnktnd636ekrlwrlzn4vjgswzwtxc4mfkn94yu2xnenrqk7754a3qutv3mc;29454;1;29454;0
280;bc1qlzdswzqyhu0zgh3d3k8mtw7cxyzju6nc40t53f;33200;18;33200;0
281;bc1pwq6xjz5qe6sndemy0462j22k6ntu043qkxcwwu47ukvckduxgljqa4r4tv;0;2;20000;20000
282;39sje8sewoLmE2VoR6WuxUi2mu8kJsLSHq;50960017;235;1286607554;1235647537
283;bc1pj0l23hgzeqk0uygrw4k7eql8g9dndqkhlw8cup9psm83aumkmpqsz8jkqc;6182244;1780;923278861;917096617
284;bc1pxkfdpsavr8e4kmh84va7m9z5jqdt3gnlun7k2vgym76yk8wyj30se388q8;663792;1;663792;0
285;bc1ptw56pzdle8f7egdgd3595qeckza5cd4uhdyje38ycp0l6nzvz84ssultud;20000;1;20000;0
286;bc1p7en40zu9hmf9d3luh8evmfyg655pu5k2gtna6j7zr623f9tz7z0stfnwav;73196389;202848;2865737188;2792540799
287;bc1ppll07xfc4dh9xsy90j7nhpv7j3fxghttmahn73exfqt68yq6rffshm4lm8;0;2;20000;20000
288;bc1ptfrwv9wuaudc8g0y69pqg9qna6uahxheydtgs8qvdn9e2chw220sy8ez04;10000;1;10000;0
289;bc1pfhhrgu4xzzqqlhddv34g32uhdas4h8564gmm6xxzru83yepnnuastk2usn;10000;1;10000;0
290;bc1pqj2eheqq4medcymdpglyhwdf06606acjn2arhk6gh0tj57wanvgqwattc6;756285;385;196556668;195800383
291;bc1p24ktxwaf3nju9swk85jkft5rq295g48j3tk87fq2ed4kp27qqt5q3jm8e0;0;2;144545;144545
292;bc1puev662awla0m57gx9640wr5pf52fqdt7498lkvvx5r577kcdanzqs8yf0z;10000;1;10000;0
293;1BurnchainBurnchainBurnchain6cU7ZK;8588685;33;8588685;0
294;bc1quh9jm6p06nqnvgvvv733pl0g0y6ycxl0aas2t4;8597627;7547;695632675;687035048
295;32eFjhJK89JB7VeBgvjbcQG92bYzqkqyGE;31137;2;4733646;4702509
296;bc1pr4d86gflrf5qdy0xuck7r3p5969xjnzjux5qgwydr525uva5dwkqlgcrzl;390521150;7850;1026187925;635666775
297;bc1pf4anywkly5auucaztpmvqnz7fuynyd8laecfd646hny6m09ql45qp9fsvr;90560769;1017;2888632479;2798071710
298;bc1pp3ra4nleneshutjp4crm8h9xs8t9dqhsvszmx6ck24xu6the7j2sf4d7lp;10000;1;10000;0
299;bc1pp38u9rn202afdwfr3900h32fd83qh7lkv4u7hk8xx3ymkyp7e4mqkwawrr;10000;1;10000;0
300;bc1pn7ac4en7usjn2wrq34wjyqqvhkgjez9nseelel43n8n0wgk5umrsvgjvpn;20000;1;20000;0
301;bc1qvs2hts5u0mk06ayecd3m85ps5w5emuxtlxeg9x;46023462;9570;104455810;58432348
302;bc1qufkh3a2a4exf2064ydqz2u6ykxle5c5utk9pka;1127938;1;1127938;0
303;bc1pmajpes9was3zdysxlw7wra3skfesvv24dk996tum0xcnymcymhls5tf499;6006;11;6006;0
304;bc1pw366rl3yshuaeg3yt4dds3fuyuqvwh7ldhzv3gc6wcvlcxh7kftqdk7ex9;0;2;183000;183000
305;bc1pd8ny43w65apmpp2cyznr2k0lh2avx35f3w9gnf73skv9guglpr6qdy0mjg;4473914;57;324197044;319723130
306;bc1p8kjc6qw3ze2nx74pe5cq76zckc6dfve8pxeudd9vgnsfl5qf9tfssyumh0;10000;1;10000;0
307;bc1pa5l2g5755yn6vqaqr84wj4wm494ye0ekjujls9xjk722hswxa9aqr0ctpl;651680;6;2462470;1810790
308;bc1pjh0a53utdh43pcefezf3ghm9msqp0s9purpqs4gexhh3hg72fnqq33hxch;10000;1;10000;0
309;bc1p8puj4543enssrt9jdwaxhnt365zx2fpjmdw3qalgtwp73yzlfrvq9vu0qk;688546;1;688546;0
310;bc1pxeqf5e07de5ys0744wxlmjpr2070vvgdfr69hx5haew7jf346d3qvd049y;546;5;200546;200000
311;bc1pa3zl8xf807m85gluczmshar6fnl7clycyslgjhz9nrjcp6dq2llqw8tmyh;463549;84;9717155;9253606
312;bc1q7jd477wc5s88hsvenr0ddtatsw282hfjzg59wz;8595557;25;104674735;96079178
313;bc1ple3j9dqtamjlgyvamd0eamzghg74tsc4yrlj9vcr30tzkx44pavsapxedh;1373924;596;147555620;146181696
314;bc1p5a2knc02k233e6n747qtwp3d8zt97qad7dz8kde7wk7malmlplcs3lt3h4;10000;1;10000;0
315;bc1pjcrw5x6v4qnkm0a8u6h076rl3z4t6t888eglr7v28304kjwvlvkqf4elgf;583592;1;583592;0
316;bc1phceshhqh25rks2l9tauzhp5hjjrzwadt46q0jhwe3fxujd3dxxxqx0ucun;152454;1;152454;0
317;33L1eTCVKv3VY8WCWA5mWxR5bMGKrsrnbQ;3098356;111;79005742;75907386
318;bc1qkvstnuauz4q3r5l0p2gd560dzgxn04er9l3xe4;3036671;67;130500575;127463904
319;bc1p7r52z7mj2qahan4esj8ytnrtmnxa7wf4gvey08se9k40ealqfqxqcrtlvy;200546;2;200546;0
320;bc1qzk0sv62qgdyx4aze3cvd9kr7puz9jxj86r7yug;1562500;1;1562500;0
321;bc1pa82xeggdpuqxlpqq60fvh0sjent3p8ngqxe0eusee2xytx0mkjhq4z5ftq;0;5;930984;930984
322;bc1p9srxdqx7u4u48ahj4s5gd3x5m932zm4fc4a4ds5ncm580nh864jqm37k26;117301659;7877;409735757;292434098
323;bc1pz0eqh77r92fctmyp92pltry3fyneujewdzlulqumyp5504jwerxsq56vyf;0;2;166000;166000
324;bc1prkprdv3plrtu42m3qgadr7npnzm5vtwzw0k5d6xyfmrm8ycwtn0qlgazf0;0;2;1018000;1018000
325;bc1pqen08lee7ewydm42aqxq63fgtfjwkv6u3ka9qf43xyx7d5xzpl0stpzhdv;330;1;330;0
326;bc1pgj0r8r38t7me8qxx927zn084afrsy0h3r94zn3d6rrrw37mmmaqqp8w53s;10000;1;10000;0
327;bc1prf246k5w8033dtgy4auenzlul934yejg439peh2dt4km8h46tlhs8yj2sc;10000;1;10000;0
328;bc1pzhpjs3jflvfg729ecc7a24fgf840ktgzhqkf8d0zk3276vefrkxszlkm2z;10000;1;10000;0
329;bc1pamv3qnqnx2dps6ku7c8awa65dn9mw8cjkxhv2yjvm59sjpydck2s5kcv8w;14200;1;14200;0
330;bc1px9z0gsasju9m2d5cm90a2dxx5ky407q46aaf44daxwy3m6nx6neqqnfcv6;10000;1;10000;0
331;39Jdp8oHeue7rjCRVFLgDwh2TGMy9Efbn6;608640;149;61440965;60832325
332;bc1q4tudfx9knj3h48fggmr8vtnmansrt2agn2tmuklamcltmmpkuaksvak8mn;70871765;127;136547169;65675404
333;bc1pwaz26ha9ed5usemf4t3rxax4m0k2q4eerxdkaml6r2xzt6mh8wvss0xsct;235253;1;235253;0
334;bc1p2vuywn8sqpccpa3u37kazjq3kg72mp0cef464xfpdnf7djl6z0uqe67tjq;3268092;1;3268092;0
335;bc1p2x5s47hrle90sdrvypyx3w9euuvc7ja8ftkfzt4fv0de3n489fusdffyda;294938;1;294938;0
336;bc1p62s3kvdaw8dark0zl0mh3gjswfux2cg3umak7a0rr96d6mprp4cqryksje;214484;3;1061684;847200
337;bc1phk6shym9gqhm0jtpg5ey0mrjltacdu5e6h8sxzly8u9jgmer2dcsn9yjka;26200;1;26200;0
338;bc1qm4gngtwm782ynj6nytcpemajjrfcssfca3y4h6;4388485;238;86458453;82069968
339;bc1p0aufgddcs4tgehdsqa9rqe6w5up6klt553amy3ts5nvqj90s9e8qal82p4;10000;1;10000;0
340;34wr4jiRpB34UPTzdip3Hqx6p7qh6hHx2K;5356611;1221;301564425;296207814
341;34Gvz6Nv9VZ6bXPzYACwb7wwwrzXqPVaW7;660719;45;22490974;21830255
342;3BYAqfsZztiB7WMXmqCVyFycdmdJYanKmE;25850;12;4954338;4928488
343;bc1ppfkhmmnalhgf9u0n9x8q5vcpvvfvtr06rfqqqer7ttaz5afdfw8slcsact;0;2;522163;522163
344;bc1pnzu9agqz0zzm4f6ypcmfrrx7pvc09ky87hj5q0kdauy29wejugdsy5z4ze;10000;1;10000;0
345;bc1p3gm835hqedqjwwqneyun9dchawlwy5tsn9zt6mxwgzsggv9wcz3sjs0fxp;3060;10;7535;4475
346;bc1qlywfpc5hmuh5s3ke7zxeeplahqgyvgjvcxy34c;42072288;57;42072288;0
347;bc1pymr2nrtmpz2lkatyw5za75ulx3vpdnayugaxjx2nuz20ef7gfznssyje72;7541608;238;7541608;0
348;bc1putzwk7axcjsm4paj76gu5nwfvrvksypdrpvwmst5h59wa259n6tsrf7zyv;3730089;4103;756681851;752951762
349;bc1ptzlymmpnaj47l8z98mgxpzzr25hwtm5gh09msx4kr64w2sracsdqpdtyla;2144292;1;2144292;0
350;bc1pk95lgnyc9hwhcfw2n9ce23zhkl2p7246lc0xy4lvkctghqr9fywsa8rt20;10000;1;10000;0
351;bc1pffyka85r2swenwc43tecckhhep66pp23ms9mm2qtfetugtj2snjsl9yxqw;0;2;613000;613000
352;bc1p3pn9gp0f0syntt60j6puaax6emt5scm6rx65q28c5wlxp4csajdskvduxw;546;1;546;0
353;bc1qschfcda64ky4mr80fheptj50axekhyacak9kqn;47575791;9582;106742909;59167118
354;bc1pq74j7a9lsfk24g6vgj0xqvmakp4csfll2fm4lrsa5xk3ejwcyqds2zhm65;110081878;10586;3058305725;2948223847
355;bc1pahngm493gudv05tk375eesauyfgut4qh2qer4vrk7dk3kcy6lgfqug3tw8;0;2;20000;20000
356;bc1p43qthsmccq60qz3lwvlmuewvcey70c466u0utg8seg36vmfgthws6f2qvy;10000;1;10000;0
357;bc1qwrtry4d3fatr44l4qxjvs6rh4j8ehumzg8cp0q;51943335;9416;116819558;64876223
358;bc1pyzum5w2ww4vj772flshq8lcjylnrfy2w2g3c7tzwux683s3dv5hsq2xkqq;56220;1;56220;0
359;bc1qgs2qznx2l2fxd8nx0zspp2g2t5t3fm4865phhj;600783;85;42571619;41970836
360;bc1p32nktsuffprllv0j93a2d3q33s0l6rlh598hynkgrt60lf6upqmqasw00d;155310864;8026;623331989;468021125
361;bc1p9e8dyyh59340kf4vmr4fhgqca8jd3fuxtald6w0eu92am5ypw6lqvvuadc;10000;1;10000;0
362;1JQJcA6ZuCesXaiYghEigsUhFyRdWcpwQg;583240;169;171690705;171107465
363;bc1p7d9vulag7z4dr2xcd4c4pqg49zjsfx60eg0z7ddd30vaf5687sdswwpc3v;10600;2;10600;0
364;bc1pzzsxuyfr9qv86h9lhktdwnw49c07pls38jyj4zxyteqzs5awvsaqj0ursm;29454;1;29454;0
365;bc1pcnmr42qyj3q2uan65n24t9x9rrg0jhsglra8ypjdqjdxg82dnrpsyly97m;765744;5;58453488;57687744
366;bc1pgdrveee2v4ez95szaakw5gkd8eennv2dddf9rjdrlt6ch56lzrrsxgvazt;14753;17;11070777;11056024
367;bc1pqv2y48nzjc4jj8r67vlgu6d8lcvsqmd6p0d3mp4ha5d2ftgue7ascv05j6;6345501;11;166504091;160158590
368;bc1pcssfr4x8vvqv59tydn9c3dj0wpvyqtyr77njgv9y88hnt4s87tzshxqesk;152454;1;152454;0
369;bc1p8cjcvdlzg0dfjnkgpg5f4623xcp7xkqxntayfjgwel6zx33vdvgshyskar;152454;1;152454;0
370;3Fctot8fwjCM2vdTubWSsk48Npk8BTmFR6;587421;25;15884196;15296775
371;3M11wuH8LteDDpPTjx7vH2tmERfnkMcohK;2950776;470;826299957;823349181
372;bc1py7tfyl602u6gnstvcy7guw4kp5vpg2jxsw2pzpr5ghg9xx60exxqhtcukp;330;1;330;0
373;bc1pgymjwp65nq8th26hc3s6a4lah53mjtjz2pc7atlf8xkxvjpahkfqqpa6rr;152454;1;152454;0
374;bc1px5v2sd3flnl9wc0s9skeczqe86dk68e7nmrf0ejcw8dyev0m55sqd9jjfp;25408;7;2218376;2192968
375;bc1pht9gfhxclhqlghcf9svyrqtxhsamvf9ka0weq344w4u7ve96c5dsfer7hr;20000;1;20000;0
376;bc1pqhds0stdz4gasmpevclrzg7dy9w3a9tmv6qldwdyhptt0k29d5hse2kpl7;10000;1;10000;0
377;bc1p5sc7jm2ke7u26z4hhgydtewfgj8lvqlfkpmhwgf7tdpxjx5fymnqxmpsxx;10000;1;10000;0
378;37GzyNvuwuvWm41h7F5Wg5DqA4L7wMF4Hn;214582637;926;10573212314;10358629677
379;bc1pchyqqv06yn6lgs4wjq45z24wmlu82rz052h43uwzfm87ms9l87sqjfx75x;69089;10;6309729;6240640
380;3MucBEtjngVYBVsYbkGsnxWvsSvEhhfDAr;4671334;6;16978887;12307553
381;bc1pa4eza4y4cm30wct6jj56s8kkujw2yc0nnc9ftv386grvuace3z0q5rlpg7;10000;1;10000;0
382;bc1pfmkyzmlh5rz0fceuydh378q2h3jh6ppsd3nd4svvpr5znnrxjn8qxj7k36;152454;1;152454;0
383;bc1pcqms2fr4ytkjda0svyrn56h0glpzq64mflerae9ku38rjluxusxqa954sh;7585128;249;7585128;0
384;bc1q07nazxkww70248yaw89uwrn9schs5cpqzz24jk;151686;42;151686;0
385;bc1p6f56n7xam5vfusc0qll6suvmvjfdx4a4rpqnwa9pxr7n4pfjty7qmp0ztl;255354;1;255354;0
386;bc1pmk30th4mxhjs4949jsggc6gn8mvtwsrshfhprqdtxjclrquz9m2ssn5h7l;10000;1;10000;0
387;bc1ppgu70dg6t86xs8n2s5t98h937da8pmy9ft2lnwg5mn8dejllw37qffhyfk;7724240;220;7724240;0
388;bc1qx25dk7rq0tefzyd7p4msdc0xg95yfm5gf0p6xyzw4puzc6eukzmske3d6u;600130;109;71667169;71067039
389;3MUiDJqK3va6k9VLNaUhemc6ayqsWWGcGJ;17525050;14;83411512;65886462
390;1CRJXLgmfp3fdTrMBZCUdMNCnUkjXfWVVP;720398;178;57534395;56813997
391;3A2WKKoHx9YjCDqCJKrvTNReVA7qP7RR8H;1001858;2;6001858;5000000
392;bc1pnqpgwanyxme94jyuh648ad4gxc87smkt05fuufdpg05eln9xlycsp9tykn;1226046;2;2710092;1484046
393;bc1payv3g5mc82snma8kxh8uevnlxnqst9qr5daprergl9v2fjqqkuhqsspdcg;152454;1;152454;0
394;bc1pmvvh5a56rutywg4n00f7k5w3yp0yhpulnd63awn2433pjszl5vns9xvfg2;3119000;1;3119000;0
395;bc1quskgc78df99xhz9yg823699u2u252qgq0fvmjq;2681234;4;2681234;0
396;bc1qmma8k4nsmlclcm2uf99wntlp0faz5uaewz7tx8l74qay2qz98zkswx0h3p;71667169;98;71667169;0
397;3QkcoxsSCtgKGUGbtNRF8TDWj1GeLxgCbL;2264918;214;603509275;601244357
398;bc1p92l0293nd4jmj82sueqsjqrttzcwev9cxcgkp292mc3stmyskq3q97mp3l;10000;1;10000;0
399;bc1pnmfzdvam67qtqrfxlvstyvjgmw3n2ls42j8k5r0gwfjd0arcxl9sa2pgsf;10000;1;10000;0
400;bc1pd3c6c6purcyztxetfcuws8t7qnvnn2csqzyv64ydtrcue9asjg0qxk77gp;7128864;223;7128864;0
401;bc1p6d9j8gv4pkn4dpr4zm6j7c98mtk7syadgkexszqu0zpjpmyg38nsyvjlgx;152454;1;152454;0
402;bc1p9hprrtmml74960uw30nxvn2t6k3hd5027a0mmvfwxym4ca6cv9zsfr36cf;35800;1;35800;0
403;bc1qjkd54fkdllghd5l2uq0atj03ru77rwrzprftvr;591277;1;591277;0
404;bc1phwv2dx28medh7lrcgukkm8r55r00mrgc22uj2eshyrs72nexq9cqzxp4y7;8025384;231;8025384;0
405;bc1pdjlxt7v4572fqkrlzdsx986l6zjtvl9s7ymazc4cv3rpxgqz3wlqhc76uz;115349395;7902;412337889;296988494
406;bc1p0h8v9g9xf9aq07e5n4xvkrtk3a73axr5jda8ufgy2l9s2tft9z6sedewxl;662164;4;1912164;1250000
407;bc1p9sgn9w4vt8wl7vqux58aw5cfre9254297ajua0utjuykrda5vp7q8f9j59;183000;1;183000;0
408;bc1p6dg984kx857n852rf28l2gtj63fvd6m4fm5303ud8jquew4a9twsdrm6z0;1935546;6;19353276;17417730
409;bc1p6re8nagx9vc7h5vhcf2m2tas79zv2cyxak5p8xsx0vxfmjgpg0fq30zzkp;152454;1;152454;0
410;bc1p4rugkccdm646e3aywexfdnfdwrqe3tnu955ktrmxg4hurnxqhytskqqjmn;0;5;1561020;1561020
411;bc1pd0xnnvqpr8rqpz6teprstwghdfajjawjjzwrv0lzxtpsvt7vus2q04yw60;20000;1;20000;0
412;bc1pf3z6f699sfa7z96qc3406twzqa980h805fgamrsh2dpwd59673wsgnkrrf;152454;1;152454;0
413;bc1qwkvz0wl2r99chvyqgnfwww0q8vu5h5z8q2tdwa;56099685;133;126165408;70065723
414;bc1p9kx4nxq3jnahr3ehshz7v9ccws34lxtgysp4nn70pmh5k8vft7ksg7e2xe;0;2;229114;229114
415;bc1phgjd6ksycjzrya8q99ln098kecrpgvq56qgn0dmd837fdyh852csqn3gsx;10000;1;10000;0
416;bc1pkzag24pv9c5rknwfcas7vp6wrkrdzm69fch7d95ht5rk9uzm65mssckwts;152454;1;152454;0
417;bc1puu4eka0pskww6zcfrd4epe9xpulhwd8fpxu4cjr9cwz3q6pddggsfekh5x;2474501;388;95704653;93230152
418;bc1phjlc49qrsqy5l4yhkyvhkzwc22l0qte5p459lavqfrurnxetk0ls9r4apc;330;1;330;0
419;bc1p0zsdhsv378f7c78gwaskcry20ttv6mwp45vy5gpteu00wp7np40ssu8ffx;20000;1;20000;0
420;bc1p96gvr2p3f5cx2csd0ll6pedvuz7vykvehrfyr4p48d7p5kuk0mdql8uwvc;10000;1;10000;0
421;bc1p6m4wcqdnqk2ra2jz3m75frpvdtwp56ctqlhme2yysz8gc95y6rzqqjkw63;6271426;6;51928865;45657439
422;bc1pgmzckcjk406qpt5ldpgrrrw2wdplfnnjtezur0cx9tf8ea9hzeaq8lj83v;0;2;324912;324912
423;bc1pcmst0p9a6d3z99rxrv73gkagn4fn88n9cwn09k0xn9839vdr49ksva2kmg;10000;1;10000;0
424;bc1prxg5u58kgdk858sff48j7l4kwrm34gfgq4ss95c00c6eqm5ns8sq5una3h;81345;1;81345;0
425;bc1pmrcdhvh2mjwv0n7r4skxseukg6457h4kph4ywtxveqzwwmv29p0sz7tpeq;10000;1;10000;0
426;bc1pudy688d9scanw9w0vv6fjx24g74hkg5gzwewlg0rkur89ahyswasz7u36a;10000;1;10000;0
427;bc1pqjd2rsngu5udfgfpa6ndpnmtuhj5fs9gx90lu700p5m2ltsa9pqqaqs2fv;10000;1;10000;0
428;bc1p90zerm439jxkw9qe4dzuh9p4ag2f5u5f9pw5pevm99ctq8a49a8q0qstwu;828600;2;1328600;500000
429;bc1pvdpwclwrlsu8lcrzsrr8rj8fhnpaytd8tlky7cmmcql5082xvt7srx7hd8;6388698;21;98998353;92609655
430;bc1pysg8zaf6zamanwvh2e6gk9sug0ymwprde94thhzkac9nvlr2w95qq72nyk;1403142;31;18278160;16875018
431;bc1p5ne75dfvksq85892nvl9ppxnwq6vedyp4t20388ywyckhd3rhzds8fskax;79000;1;79000;0
432;bc1pxd8nelrquun6kn2przn4je9uc5vy3ygv5w058r7mu8s8yk7p27mq4pjrc4;3272;2;318272;315000
433;bc1pzfdk0e64w46tefnls9hplgfknll59qmvesgquemxcsys3lxas4aq786pfr;10000;1;10000;0
434;bc1puakssd8asqlx4dmpcduttzxssjpxcdrfzlc95d287tjneey0ccdsd22wy7;104500;1;104500;0
435;bc1ptuztutm2p7g5vf07jk4z5094gftvslnu4ywew5cm7fsrj8qvsv9qu0m9dp;10000;1;10000;0
436;3JsrPpxetUJuUdLLg1fVcubMJ575kytqPT;3114306;3;5204352;2090046
437;bc1prxhhsglcpesepzqyvzcr784esdj53a50uyea95nqq3866mxd50qs5ckwgs;10000;1;10000;0
438;bc1pstk3092jmwqpq827j3f5vady3uvx67nz4teyxp9jhqapwqgzm24ql8urmw;10000;1;10000;0
439;bc1pv9jceqcs8rservrq0ldudgzampdfz3l2w68vshjug4elflpmvzhst32tmq;0;2;63165;63165
440;bc1px22dvfpzeanea64aezjhrzqm6t3c63ra9df70kpk365yx5rq5fwscqmmwk;2000;2;2000;0
441;bc1p5zvyazjmw5fktu92udwxsfnewauxhkr6jfe88umps36wgpa0g4tsmpecwt;10000;1;10000;0
442;bc1pzsgpt9vvne5zj2as5r8v57zfm2kdnpfrclc7hyewv23xrd27wgjs3pyhaj;57962;59;5938297;5880335
443;bc1p23ycycznkj9nzppnlrj4kz8njyen36sgtxnvgjt9lwhtcxex2n6q3t6t84;10000;1;10000;0
444;bc1pjn2fpckkkyev0mx0gkyd7vesvn8zufp92p8uvnsdkad2yy6d5ykqywflcq;0;2;110521;110521
445;bc1pnvu93uef5q6hyqq4cfu2ldmux2wky3pszwl5msmmeqrassmlnngsyzaszk;10000;1;10000;0
446;bc1p4xhd0rndkyyn778rtwgn2zxhragpm7jndcxknh7tjvu00xvd8yus56ytj3;0;2;110521;110521
447;bc1p62hctg4wgwmf0va8stzh3lq339f80kfh4gmmal8pxdj7zc08q8xqrcmxcj;204500;1;204500;0
448;bc1pmyy69a4ylpr4syc6l0lprvlpg0sddjt6rnq9plsrwsyp53vdehsqntys0q;197400;1;197400;0
449;bc1pchuythg9ssq0m0ky6yl97r560np6c8gmkpvrmhtd09r9f5y20flq345jt4;1037797;8;5407587;4369790
450;bc1p97tzhadxh5ns7k3jldk5lq7auuhlxnp90rrt84xqwcq2qyal3s7sfjy2uc;8531424;228;8531424;0
451;bc1pldr7hyq9sg84f7hktu44jd9ywjpzv92c45xpkzgly462vglnkfvsj0v9f3;10000;1;10000;0
452;359LjDNWdqmWFjz2rRtt5w6opwgacJG3e7;400208;11;114455135;114054927
453;bc1pkc4snu4rx3jg874n6kdt26h925d5jre0qxk0gm3e8a7nmkt64mrqan7s0n;104500;1;104500;0
454;bc1pf5mlysmfl5m554lazqw84sv949ntlw2ghpdrs0y4m5gyl22nlhhqq6wthj;554750;5;2264158;1709408
455;bc1pfsjapkthehnulagptz4hv3g90wvj95hk8tjjcjtpwda8fggztwls5e0x6r;1476188;348;109274767;107798579
456;bc1ptjc7hjshm3ry20fr35qy5l5gdxu8cv9kcv8w05tv977z47xtuh5qff3523;10000;1;10000;0
457;bc1pxlvmnykdmgrlulfpsf36fwa32k4hept5vqfa8n0kmzylz43gjx0s9skyh9;10000;1;10000;0
458;3Mz34Uvs5DrjjBtSaEEw4JDez7szFaxh59;5408647;46;124823941;119415294
459;bc1pc00vcumpv5nek7h4qkc9nag8lvn2r0wtcs2qfh6taqkr2zq6rlxsah8cuw;58905;1;58905;0
460;bc1pa4gz34rkrvrgtx5aydrw0fnhelvs8ezzzy3u3djfegzneg9za79qjg5atd;9552;30;24036;14484
461;bc1quh9jm6p06nqnvgvvv733pl0g0y6ycxl0aas2t4;8597627;7547;695632675;687035048
462;bc1p2fyfctf54ef62k6697g8yc6q4tk6xe8jj4duzjj5a7d5prllk6hq39upe8;7612047;278;16684589;9072542
463;bc1pqe7r6cehfl4w90nw82pqyu6eyft4qu65wlcfh79mhcx4605zm4ksetlkq5;10000;1;10000;0
464;bc1prt4ctur03tk9r33qp4yscfzslmqgrwmd3ep3hy6elefg8akum85s97d0up;10000;1;10000;0
465;bc1pjmxsc5vmj9xagkxrr2xuc5hy52fu3mqa42k87ctjzzqhwz8y7ukqr3lwnd;33000;3;145000;112000
466;36YLALyzTvbPVZdVykFnnW2sFdcY9koB7T;32048;122;93727513;93695465
467;bc1pkuyj0phamx2c40wsxcnp9wd5mlwxuujnfd2ayeaqnz5h6qcml9dq3cwna2;272932;1;272932;0
468;bc1p3aehyqsjctlfts7futpf9suzstj7dr9tstxpand0vdncwyxrkrzqxkk0ja;10000;1;10000;0
469;bc1qvs2hts5u0mk06ayecd3m85ps5w5emuxtlxeg9x;46023462;9570;104455810;58432348
470;bc1ppg3hpj0pyvzhj3atwkhffpfqj6vmxy9dxzf2t24q033m6yj6p3zq87c4u8;63165;1;63165;0
471;bc1p5rp29s2a0sf4xz9p6y45pr75es5v6tfgqd9vdlv39pv00qmsa0uq3097ax;10000;1;10000;0
472;bc1pnc6c3nck52f30qzcqsslp0vj0sq9hvypyldxdr4zm40xdhyjdnxs2w9g7l;187400;1;187400;0
473;bc1pmd8cdgy6k0gk7w2kt344aqmafygcj7l5f0y48h9z6mn0uamt25rqcxspj8;577300;1;577300;0
474;bc1p4xzj0wpwt8hp9e9camxmynrfvklxa75gxqr6kkku4kgh95rc8dzsq7kzea;0;2;324912;324912
475;bc1pxm2pmmp0smwnz2e6qrz8dq8457tc72mn267trpwratsnmhqc6rssg982vq;7627630;1139;173377886;165750256
476;bc1p0f7dyrae6jeacxk9w6574azjasw8cjalyr0qxvz5tq3j2r59730q60af57;204500;1;204500;0
477;36wSBovCfh7uxfcdKBRsPbhunRPiyMR122;638179;284;46376518;45738339
478;bc1q6t9g4l3s3657xyel5sjnqug0re69r2m6w0n2a7;82102;1;82102;0
479;bc1p7nlk72svwe7zcvqlzrduacnuprng7rlw6mvv4uf5usfnwp2ra6ds6rhmlc;0;2;13000;13000
480;bc1phlrzg8d4pnrquk2e73gmt47x6jqn6hremj5xj58suq3zfztmxx3qz5vx3u;0;2;110521;110521
481;bc1phzhqmr9shs49gx6hyfy3w07efdvw4tuqmxjpt6p7fnrmnq7z2s7s28e6yj;197400;1;197400;0
482;bc1pt60p6dfncgf23ky9960fwhkl5hncnyl3hk8u683crudtt0c9a09qdwcjc3;3348;10;4986;1638
483;bc1pwkdqtqjv0zhd5wmm6vf7vpwzjky7hlqls6hc9efjgmpst4sssx7qt0artv;67178;1;67178;0
484;bc1pynhskqqrslzgd4xdye7e0d9z8rr7xtzlulyu6zz5fe9puqpu8dmq8g236t;16000;7;16000;0
485;bc1prpecz56x7jg2guxegtj99xre3q8pmlc8kcp4ayrf9kcqcl2dq0jqqtsjyq;10000;1;10000;0
486;bc1pfgqdzhl0fuzpzlyz9dqc5et6kgzjssf2lugc8pdpxjvjkgmdxyfqwv7cvg;0;2;139016;139016
487;bc1p8cq8qd06nzk3ttck8lrh0qhh45055yyqpycd9ctm8y66f42pn9qqqsqjk7;0;2;110521;110521
488;bc1pfy7kqy0meeptt65ta4xz0mmh2974gk3pary3es8xhh9z5dvjz3jqfs7eh3;7547080;10;22096744;14549664
489;bc1pyxv0l85rhhvtv5l54els8e22rw75qtg3q82lsckl7jwdwfdqlzns7z257h;0;5;543984;543984
490;bc1pcu54d6hrc90md305jq5df78v9s0az6uqh7wd40mwhqx9xk9027rqylmse0;747046;1;747046;0
491;bc1p9hdtfv49z3eg5mh2cxa8g9urw82vhpqhu68cvwl5mqehpk8t7cpsr6k7tl;10000;1;10000;0
